cell_name,cell_lon,cell_lat,cell_azimuth
Peellawatta_North-GM0263-H_1A,79.918888,7.192777,10.0
Peellawatta_North-GM0263-H_1C,79.918888,7.192777,270.0
Peellawatta_North-GM0263-H_1W,79.918888,7.192777,270.0
Peellawatta_North-GM0263-H_2C,79.918888,7.192777,270.0
Peellawatta_North-GM0263-H_2W,79.918888,7.192777,270.0
Peellawatta_North-GM0263-H_4A,79.918888,7.192777,10.0
Peellawatta_North-GM0263-H_B,79.918888,7.192777,140.0
Peellawatta_North-GM0263-H_V,79.918888,7.192777,140.0
Periyamulla-GM0859-H_1B,79.850353,7.225527,80.0
Periyamulla-GM0859-H_1C,79.850353,7.225527,180.0
Periyamulla-GM0859-H_1D,79.850353,7.225527,0.0
Periyamulla-GM0859-H_1V,79.850353,7.225527,80.0
Periyamulla-GM0859-H_2B,79.850353,7.225527,80.0
Periyamulla-GM0859-H_2C,79.850353,7.225527,180.0
Periyamulla-GM0859-H_2D,79.850353,7.225527,0.0
Periyamulla-GM0859-H_2V,79.850353,7.225527,80.0
Periyamulla-GM0859-H_A,79.850353,7.225527,330.0
Periyamulla-GM0859-P_1C,79.850353,7.225527,180.0
Periyamulla-GM0859-P_2C,79.850353,7.225527,180.0
Pioneer_Reloc-CM1029-H_B,79.85282,6.907210000000001,230.0
Raddoluwa-GM0041-B_A,79.8989,7.1326800000000015,30.0
Raddoluwa-GM0041-B_B,79.8989,7.1326800000000015,130.0
Raddoluwa-GM0041-B_C,79.8989,7.1326800000000015,220.0
Raddoluwa-GM0041-H_1A,79.8989,7.1326800000000015,45.0
Raddoluwa-GM0041-H_1B,79.8989,7.1326800000000015,90.0
Raddoluwa-GM0041-H_1C,79.8989,7.1326800000000015,200.0
Raddoluwa-GM0041-H_2A,79.8989,7.1326800000000015,45.0
Raddoluwa-GM0041-H_2B,79.8989,7.1326800000000015,90.0
Raddoluwa-GM0041-H_2C,79.8989,7.1326800000000015,200.0
Raddoluwa-GM0041-H_3A,79.8989,7.1326800000000015,45.0
Raddoluwa-GM0041-H_3B,79.8989,7.1326800000000015,90.0
Raddoluwa-GM0041-H_4A,79.8989,7.1326800000000015,45.0
Raddoluwa-GM0041-H_4B,79.8989,7.1326800000000015,90.0
Raddoluwa-GM0041-P_1A,79.8989,7.1326800000000015,45.0
Raddoluwa-GM0041-P_2A,79.8989,7.1326800000000015,45.0
Raddoluwa-GM0041-P_3A,79.8989,7.1326800000000015,45.0
Raddoluwa-GM0041-P_4A,79.8989,7.1326800000000015,45.0
Raddoluwa_East-GM0641-H_1A,79.905,7.144167,40.0
Raddoluwa_East-GM0641-H_1B,79.905,7.144167,120.0
Raddoluwa_East-GM0641-H_2A,79.905,7.144167,40.0
Raddoluwa_East-GM0641-H_2B,79.905,7.144167,120.0
Raddoluwa_East-GM0641-H_2C,79.905,7.144167,230.0
Raddoluwa_East-GM0641-H_C,79.905,7.144167,230.0
Raddoluwa_East-GM0641-P_1A,79.905,7.144167,40.0
Raddoluwa_East-GM0641-P_1B,79.905,7.144167,120.0
Raddoluwa_East-GM0641-P_1C,79.905,7.144167,230.0
Raddoluwa_East-GM0641-P_2A,79.905,7.144167,40.0
Raddoluwa_East-GM0641-P_2B,79.905,7.144167,120.0
Raddoluwa_East-GM0641-P_2C,79.905,7.144167,230.0
Raddoluwa_Scheme-GM0442-H_1A,79.894444,7.1388880000000015,60.0
Raddoluwa_Scheme-GM0442-H_1B,79.894444,7.1388880000000015,180.0
Raddoluwa_Scheme-GM0442-H_1C,79.894444,7.1388880000000015,350.0
Raddoluwa_Scheme-GM0442-H_2A,79.894444,7.1388880000000015,60.0
Raddoluwa_Scheme-GM0442-H_2B,79.894444,7.1388880000000015,180.0
Raddoluwa_Scheme-GM0442-H_2C,79.894444,7.1388880000000015,350.0
Raddoluwa_Scheme-GM0442-H_3A,79.894444,7.1388880000000015,60.0
Raddoluwa_Scheme-GM0442-H_4A,79.894444,7.1388880000000015,60.0
Raddoluwa_Scheme-GM0442-P_1A,79.894444,7.1388880000000015,60.0
Raddoluwa_Scheme-GM0442-P_1B,79.894444,7.1388880000000015,180.0
Raddoluwa_Scheme-GM0442-P_2A,79.894444,7.1388880000000015,60.0
Raddoluwa_Scheme-GM0442-P_2B,79.894444,7.1388880000000015,180.0
Raddoluwa_Scheme-GM0442-P_3A,79.894444,7.1388880000000015,60.0
Raddoluwa_Scheme-GM0442-P_4A,79.894444,7.1388880000000015,60.0
Raddoluwa_West-GM0446-B_A,79.88555500000002,7.1325,10.0
Raddoluwa_West-GM0446-B_B,79.88555500000002,7.1325,150.0
Raddoluwa_West-GM0446-B_C,79.88555500000002,7.1325,290.0
Raddoluwa_West-GM0446-H_1A,79.88555500000002,7.1325,10.0
Raddoluwa_West-GM0446-H_1B,79.88555500000002,7.1325,140.0
Raddoluwa_West-GM0446-H_1C,79.88555500000002,7.1325,290.0
Raddoluwa_West-GM0446-H_2A,79.88555500000002,7.1325,10.0
Raddoluwa_West-GM0446-H_2B,79.88555500000002,7.1325,140.0
Raddoluwa_West-GM0446-H_2C,79.88555500000002,7.1325,290.0
Raddoluwa_West-GM0446-H_3A,79.88555500000002,7.1325,10.0
Raddoluwa_West-GM0446-H_3B,79.88555500000002,7.1325,140.0
Raddoluwa_West-GM0446-H_4A,79.88555500000002,7.1325,10.0
Raddoluwa_West-GM0446-H_4B,79.88555500000002,7.1325,140.0
Raddoluwa_West-GM0446-P_1B,79.88555500000002,7.1325,140.0
Raddoluwa_West-GM0446-P_2B,79.88555500000002,7.1325,140.0
Raddoluwa_West-GM0446-P_3B,79.88555500000002,7.1325,140.0
Raddoluwa_West-GM0446-P_4B,79.88555500000002,7.1325,140.0
Ramagewatta-GM0468-B_A,79.875866,7.253508,30.0
Ramagewatta-GM0468-B_B,79.875866,7.253508,120.0
Ramagewatta-GM0468-B_C,79.875866,7.253508,220.0
Ramagewatta-GM0468-B_D,79.875866,7.253508,330.0
Ramagewatta-GM0468-H_1B,79.875866,7.253508,120.0
Ramagewatta-GM0468-H_2B,79.875866,7.253508,120.0
Ramagewatta-GM0468-H_A,79.875866,7.253508,30.0
Ramagewatta-GM0468-H_C,79.875866,7.253508,220.0
Ramagewatta-GM0468-H_D,79.875866,7.253508,330.0
Ramagewatta-GM0468-H_U,79.875866,7.253508,30.0
Ramagewatta_West-GM0474-B_A,79.8968,7.2484600000000015,10.0
Ramagewatta_West-GM0474-B_B,79.8968,7.2484600000000015,140.0
Ramagewatta_West-GM0474-B_C,79.8968,7.2484600000000015,260.0
Ramagewatta_West-GM0474-H_1B,79.8968,7.2484600000000015,135.0
Ramagewatta_West-GM0474-H_1C,79.8968,7.2484600000000015,250.0
Ramagewatta_West-GM0474-H_2B,79.8968,7.2484600000000015,135.0
Ramagewatta_West-GM0474-H_2C,79.8968,7.2484600000000015,250.0
Ramagewatta_West-GM0474-H_A,79.8968,7.2484600000000015,10.0
Ranweli_Hotel-PU0151-H_A,79.840888,7.283367,680.0
Reclamation_Rd-CM1068-H_B,79.851528,6.938756,100.0
ST_Jude_Road_Kattuwa-GM0767-B_A,79.85029899999998,7.24035,15.0
ST_Jude_Road_Kattuwa-GM0767-B_B,79.85029899999998,7.24035,90.0
ST_Jude_Road_Kattuwa-GM0767-B_C,79.85029899999998,7.24035,180.0
ST_Jude_Road_Kattuwa-GM0767-B_D,79.85029899999998,7.24035,270.0
ST_Jude_Road_Kattuwa-GM0767-H_1A,79.85029899999998,7.24035,15.0
ST_Jude_Road_Kattuwa-GM0767-H_1B,79.85029899999998,7.24035,90.0
ST_Jude_Road_Kattuwa-GM0767-H_1C,79.85029899999998,7.24035,180.0
ST_Jude_Road_Kattuwa-GM0767-H_1D,79.85029899999998,7.24035,270.0
Sainthamaruthu_North-AM0068-B_A,81.841792,7.392733,0.0
Savoy-CM0103-H_B,79.85805500000002,6.879444,140.0
Seeduwa-GM0043-B_A,79.875,7.142222,95.0
Seeduwa-GM0043-B_B,79.875,7.142222,180.0
Seeduwa-GM0043-B_C,79.875,7.142222,335.0
Seeduwa-GM0043-H_1A,79.875,7.142222,95.0
Seeduwa-GM0043-H_1B,79.875,7.142222,180.0
Seeduwa-GM0043-H_1C,79.875,7.142222,335.0
Seeduwa-GM0043-H_2A,79.875,7.142222,95.0
Seeduwa-GM0043-H_2B,79.875,7.142222,180.0
Seeduwa-GM0043-H_2C,79.875,7.142222,335.0
Seeduwa-GM0043-H_3A,79.875,7.142222,95.0
Seeduwa-GM0043-H_4A,79.875,7.142222,95.0
Seeduwa-GM0043-P_B,79.875,7.142222,180.0
Seeduwa_South-GM0097-B_A,79.876111,7.127777,10.0
Seeduwa_South-GM0097-B_B,79.876111,7.127777,110.0
Seeduwa_South-GM0097-B_C,79.876111,7.127777,270.0
Seeduwa_South-GM0097-H_1A,79.876111,7.127777,40.0
Seeduwa_South-GM0097-H_1B,79.876111,7.127777,110.0
Seeduwa_South-GM0097-H_2A,79.876111,7.127777,40.0
Seeduwa_South-GM0097-H_2B,79.876111,7.127777,110.0
Seeduwa_South-GM0097-H_C,79.876111,7.127777,270.0
Seeduwa_South-GM0097-P_1C,79.876111,7.127777,270.0
Seeduwa_South-GM0097-P_2C,79.876111,7.127777,270.0
ShangriLa_Col_A_Ind-CM1196-K_F,79.844415,6.928555,0.0
ShangriLa_Col_BF_Ind-CM1196-K_B,79.844415,6.928555,0.0
Sittandy-BA0010-B_A,81.553411,7.824313,90.0
Sittandy-BA0010-B_B,81.553411,7.824313,180.0
Sittandy-BA0010-H_4A,81.553411,7.824313,120.0
Tammita-GM0260-H_1D,79.966944,7.094166,330.0
Tammita-GM0260-P_C,79.966944,7.094166,270.0
Thalangama_West-CM0422-H_C,79.923089,6.896038000000001,260.0
Thambarawila-PU0083-H_1B,79.872222,7.288611,235.0
Thambarawila-PU0083-P_1B,79.872222,7.288611,235.0
Tyre_Junc-GM0839-H_1A,79.91277600000002,6.969268,60.0
Tyre_Junc-GM0839-H_B,79.91277600000002,6.969268,140.0
Udammita-GM0196-B_A,79.894444,7.1144440000000015,5.0
Udammita-GM0196-B_B,79.894444,7.1144440000000015,135.0
Udammita-GM0196-B_C,79.894444,7.1144440000000015,280.0
Udammita-GM0196-H_1A,79.894444,7.1144440000000015,5.0
Udammita-GM0196-H_1B,79.894444,7.1144440000000015,135.0
Udammita-GM0196-H_2A,79.894444,7.1144440000000015,5.0
Udammita-GM0196-H_2B,79.894444,7.1144440000000015,135.0
Udammita-GM0196-H_C,79.894444,7.1144440000000015,280.0
Udammita_East-GM0598-H_1C,79.901111,7.116944,345.0
Udammita_East-GM0598-H_2C,79.901111,7.116944,345.0
Udammita_East-GM0598-H_A,79.901111,7.116944,80.0
Udammita_East-GM0598-H_B,79.901111,7.116944,210.0
Udammita_East-GM0598-P_1B,79.901111,7.116944,50.0
Udammita_East-GM0598-P_1C,79.901111,7.116944,345.0
Udammita_East-GM0598-P_2B,79.901111,7.116944,50.0
Udammita_East-GM0598-P_2C,79.901111,7.116944,345.0
Uggalboda-GM0197-B_C,79.954722,7.1341660000000005,130.0
Uggalboda-GM0197-H_1A,79.954722,7.1341660000000005,0.0
Uggalboda-GM0197-H_1D,79.954722,7.1341660000000005,270.0
Uggalboda-GM0197-H_2D,79.954722,7.1341660000000005,270.0
Uggalboda-GM0197-H_B,79.954722,7.1341660000000005,120.0
Uggalboda-GM0197-H_C,79.954722,7.1341660000000005,240.0
Uswetakeiyawa-GM0046-B_A,79.857222,7.065,30.0
Uswetakeiyawa-GM0046-H_2A,79.857222,7.065,300.0
Uswetakeiyawa-GM0046-P_A,79.857222,7.065,30.0
Vantharumoolai-BA0016-B_A,81.57480100000002,7.800278,10.0
Vantharumoolai-BA0016-B_C,81.57480100000002,7.800278,290.0
Vantharumoolai-BA0016-H_C,81.57480100000002,7.800278,290.0
Vishakawatta-GM0448-H_1A,79.91027700000002,7.0938880000000015,25.0
Vishakawatta-GM0448-H_1C,79.91027700000002,7.0938880000000015,220.0
Vishakawatta-GM0448-H_2A,79.91027700000002,7.0938880000000015,25.0
Vishakawatta-GM0448-H_2C,79.91027700000002,7.0938880000000015,220.0
Vishakawatta-GM0448-H_3A,79.91027700000002,7.0938880000000015,25.0
Vishakawatta-GM0448-H_4A,79.91027700000002,7.0938880000000015,25.0
Vishakawatta-GM0448-H_4C,79.91027700000002,7.0938880000000015,220.0
Vishakawatta-GM0448-P_1A,79.91027700000002,7.0938880000000015,25.0
Vishakawatta-GM0448-P_2A,79.91027700000002,7.0938880000000015,25.0
Vishakawatta-GM0448-P_3A,79.91027700000002,7.0938880000000015,25.0
Waikkala-PU0012-B_B,79.861666,7.277222,170.0
Waikkala-PU0012-H_1B,79.861666,7.277222,150.0
Waikkala-PU0012-H_1C,79.861666,7.277222,310.0
Waikkala-PU0012-H_2B,79.861666,7.277222,150.0
Waikkala-PU0012-H_2C,79.861666,7.277222,310.0
Waikkala_West-PU0187-B_B,79.84907,7.27813,170.0
Waikkala_West-PU0187-H_A,79.84907,7.27813,50.0
Waikkala_West-PU0187-H_B,79.84907,7.27813,170.0
Waikkala_West-PU0187-H_C,79.84907,7.27813,280.0
Waragoda-GM0178-H_2B,79.90472199999998,6.958611,240.0
Waragoda-GM0178-H_C,79.90472199999998,6.958611,315.0
Wekada-PU0029-H_1C,79.927777,7.302222,270.0
Welihena-GM0180-B_A,79.86444399999998,7.25,30.0
Welihena-GM0180-B_B,79.86444399999998,7.25,120.0
Welihena-GM0180-B_C,79.86444399999998,7.25,260.0
Welihena-GM0180-H_1A,79.86444399999998,7.25,40.0
Welihena-GM0180-H_1B,79.86444399999998,7.25,150.0
Welihena-GM0180-H_1C,79.86444399999998,7.25,350.0
Welihena-GM0180-H_1U,79.86444399999998,7.25,40.0
Welihena-GM0180-H_2A,79.86444399999998,7.25,40.0
Welihena-GM0180-H_2B,79.86444399999998,7.25,150.0
Welihena-GM0180-H_2C,79.86444399999998,7.25,350.0
Welihena-GM0180-H_2U,79.86444399999998,7.25,40.0
Welihena-GM0180-H_3C,79.86444399999998,7.25,350.0
Welihena-GM0180-H_4C,79.86444399999998,7.25,350.0
Wewelgare-GM0267-H_1A,79.923055,7.070833,0.0
